SYS,SID,RAW.SCR,Z.SCR,N,HIT,RAW.Z.SCR
Insight_DCU,1249,18.5,0.247641451386048,18,20,-0.571668787487552
Insight_DCU,1071,2,0.0450396202299,18,20,-1.12458992462805
Insight_DCU,1511,2.27777777777778,0.048590313978771,18,20,-1.11489971791047
Insight_DCU,1700,5.08333333333333,0.094195513787863,36,20,-0.990438459124864
Insight_DCU,963,4.61111111111111,0.083248995825183,18,20,-1.02031262721661
RUC_AIM3,2018,45.6190476190476,0.491079530887377,21,3,0.09269865170619
RUC_AIM3,1918,83.4047619047619,0.844826665633247,42,3,1.05811079476393
RUC_AIM3,684,25.1428571428571,0.276898463335097,21,3,-0.49182340690097
RUC_AIM3,514,59.4761904761905,0.620008171356715,21,3,0.444558109695702
RUC_AIM3,576,51.7619047619048,0.536208583849841,21,3,0.215860457005216
RUC_AIM3,1233,15.6666666666667,0.153798598266579,21,3,-0.827775540142394
RUC_AIM3,365,56.6190476190476,0.591561717778405,42,3,0.366924825877989
RUC_AIM3,304,79.5238095238095,0.80018933927368,21,3,0.936290961701209
RUC_AIM3,165,41.2857142857143,0.439758366012695,21,5,-0.047362060874505
RUC_AIM3,1565,48,0.498280256553466,21,5,0.112350169171806
RUC_AIM3,1375,42.8095238095238,0.439667189600077,21,5,-0.047610890638073
RUC_AIM3,301,59.5714285714286,0.557384212793778,21,5,0.273650916096985
RUC_AIM3,1372,15.1904761904762,0.152064971868392,21,5,-0.832506784050667
RUC_AIM3,930,29.047619047619,0.315596287231874,21,5,-0.386213084073347
RUC_AIM3,2031,50.8571428571429,0.515108446692458,21,5,0.158276022726886
RUC_AIM3,1388,72.1904761904762,0.742269272756845,21,5,0.778221171023654
RUC_AIM3,394,21.5714285714286,0.249592820254978,21,5,-0.566343302086794
RUC_AIM3,54,31,0.353978803024643,21,5,-0.281463269338975
RUC_AIM3,1482,15.6666666666667,0.190987348405721,21,5,-0.726283634080002
RUC_AIM3,1671,57.15,0.606091466111076,20,8,0.406577996457055
RUC_AIM3,949,78.9,0.816050621678296,20,8,0.979578025068902
RUC_AIM3,29,21.6,0.28351951208869,20,8,-0.473753887069841
RUC_AIM3,382,44.475,0.485390826010711,40,8,0.07717359375724
RUC_AIM3,1099,64,0.664425607614858,20,8,0.565777840161958
RUC_AIM3,1962,39,0.424878333979936,40,9,-0.087971191528901
RUC_AIM3,1501,64.55,0.650744567258856,20,9,0.528440880531639
RUC_AIM3,1638,58.15,0.590307789726596,20,9,0.363502727862676
RUC_AIM3,1874,84.25,0.82081608759632,20,9,0.992583469389727
RUC_AIM3,517,57.7,0.585916040262938,20,9,0.35151719400237
RUC_AIM3,602,67.55,0.663538209408955,20,9,0.563356039616994
RUC_AIM3,88,16.875,0.188268237097985,16,11,-0.733704367188414
RUC_AIM3,275,15.4375,0.187167410923752,16,11,-0.736708634507111
RUC_AIM3,1708,86.8125,0.847955942011844,16,11,1.06665091033844
RUC_AIM3,1723,77.3125,0.745014492647048,16,11,0.785713157126297
RUC_AIM3,735,36.0625,0.394149516751219,16,11,-0.171833279389253
RUC_AIM3,1584,73.3529411764706,0.71394286541783,17,13,0.700915505681856
RUC_AIM3,1617,25.0588235294118,0.216332009695023,17,13,-0.657115458942824
RUC_AIM3,1804,63.8823529411765,0.618119197077472,17,13,0.439402905517399
RUC_AIM3,156,51.3684210526316,0.532976604375297,19,14,0.207040054168372
RUC_AIM3,1027,12.7894736842105,0.179561250379997,19,14,-0.757466625257378
RUC_AIM3,1057,10.7894736842105,0.170704566653582,19,14,-0.781637421786501
RUC_AIM3,917,36.2105263157895,0.394188682902513,19,14,-0.171726390953015
RUC_AIM3,478,56.3684210526316,0.60783067228048,19,14,0.411324468132168
RUC_AIM3,1070,86.7368421052632,0.870036280813099,19,14,1.12691041524404
RUC_AIM3,198,21.5789473684211,0.26332315098961,19,14,-0.528871823967442
RUC_AIM3,1014,16.7894736842105,0.220932423492541,19,14,-0.644560458754893
RUC_AIM3,696,72.7058823529412,0.771831783651925,17,19,0.858900289507231
RUC_AIM3,520,85.2352941176471,0.880091316727774,17,19,1.15435163756767
RUC_AIM3,1637,16.5294117647059,0.240723866498732,17,19,-0.590547584783383
RUC_AIM3,1542,45.2941176470588,0.509677827075997,17,19,0.143455305872668
RUC_AIM3,977,31.1176470588235,0.386278806757751,17,19,-0.193313252669145
RUC_AIM3,1605,56.5,0.595451780257514,18,21,0.377541204600839
RUC_AIM3,1840,53,0.562013364863489,18,21,0.286284345971604
RUC_AIM3,232,59.3611111111111,0.620163951208053,36,21,0.444983248856854
RUC_AIM3,495,93.7222222222222,0.932761338553891,18,21,1.29809351884843
RUC_AIM3,1563,88.03125,0.831377365879484,32,0,1.02140627895991
RUC_AIM3,1133,50.75,0.493833433283716,16,0,0.100214333256889
RUC_AIM3,1625,46.1875,0.461337008124188,16,0,0.011528262407118
RUC_AIM3,611,30.5,0.323474489063374,16,0,-0.364712664800539
RUC_AIM3,351,95,0.89790086521903,16,0,1.20295571852563
RUC_AIM3,1288,55.75,0.536464119087536,16,0,0.216557838827481
RUC_AIM3,534,75.6875,0.718770426211739,16,0,0.714090413275488
RUC_AIM3,347,76.8125,0.727560271879482,16,0,0.738078801900426
RUC_AIM3,543,74.6875,0.708582974143506,16,0,0.68628781371364
RUC_AIM3,620,69.7368421052632,0.699183330391974,19,1,0.660635223694318
RUC_AIM3,1257,81.4736842105263,0.785879630634768,38,1,0.897238301971405
RUC_AIM3,1311,25.3947368421053,0.265994588714886,38,1,-0.521581196945808
RUC_AIM3,826,75.1052631578947,0.737477813835021,38,1,0.765144789134615
RUC_AIM3,508,31.4736842105263,0.344958242528,19,1,-0.306081302349763
RUC_AIM3,1109,76.2631578947368,0.737988234506556,19,1,0.766537779397904
RUC_AIM3,1734,61.8421052631579,0.603279470714415,19,1,0.398903773161623
RUC_AIM3,728,79.4736842105263,0.763354668301712,19,1,0.835765373932364
RUC_AIM3,889,85.35,0.807852464457303,20,2,0.957204414785024
RUC_AIM3,561,90.3,0.855488030726482,20,2,1.08720675148447
RUC_AIM3,1410,64.3,0.61833493029407,20,2,0.439991663549641
RUC_AIM3,148,83.9,0.801335232861895,20,2,0.939418222606121
RUC_AIM3,411,44.9,0.449574843925934,20,2,-0.020571887757463
RUC_AIM3,1506,73.2,0.689778711863008,15,4,0.634969056998121
RUC_AIM3,426,86.2,0.823274463435073,15,4,0.999292628712352
RUC_AIM3,1384,72.3333333333333,0.707228559300525,15,4,0.6825914769586
RUC_AIM3,331,85.3333333333333,0.800016097136231,15,4,0.935818166173687
RUC_AIM3,1434,93.9666666666667,0.897585062560119,30,4,1.20209386074142
RUC_AIM3,1837,89.0666666666667,0.852487639820816,15,4,1.07901837755932
RUC_AIM3,1947,26.7333333333333,0.263453771938499,15,4,-0.528515346026537
RUC_AIM3,201,20.2,0.211747317127276,15,4,-0.669627554285361
RUC_AIM3,1639,51.5333333333333,0.497951441905354,15,6,0.111452800337058
RUC_AIM3,1240,24.4,0.256066962157487,15,6,-0.548674706090812
RUC_AIM3,1139,18.1333333333333,0.202711442825526,15,6,-0.694287380237928
RUC_AIM3,1279,44.4666666666667,0.436916717970066,15,6,-0.055117209276263
RUC_AIM3,1775,71.6,0.685484457904365,15,6,0.623249598351407
RUC_AIM3,323,21,0.283939777550198,17,7,-0.472606939603711
RUC_AIM3,419,44.4705882352941,0.525550429460647,17,7,0.186773262624675
RUC_AIM3,1920,83.3529411764706,0.887922344985944,17,7,1.1757233153298
RUC_AIM3,1777,66.7352941176471,0.714986699020912,34,7,0.703764234439675
RUC_AIM3,1411,43.875,0.485754626183417,16,10,0.07816644167
RUC_AIM3,994,69.3125,0.71867046327753,16,10,0.71381760419504
RUC_AIM3,1691,76.875,0.774485496156029,32,10,0.866142542585793
RUC_AIM3,1432,33.8125,0.413310921860108,16,10,-0.119539843335107
RUC_AIM3,179,67.25,0.710324618813044,16,10,0.691040940305242
RUC_AIM3,378,69.4375,0.679780036568632,16,10,0.6076816485768
RUC_AIM3,597,67.3125,0.698802730000995,16,10,0.659596526266088
RUC_AIM3,228,81.3235294117647,0.814169646516419,34,12,0.974444651300744
RUC_AIM3,338,61.2941176470588,0.601108690432168,17,12,0.392979491553245
RUC_AIM3,987,19.8529411764706,0.218471003813851,34,12,-0.651277925028298
RUC_AIM3,1908,47.5294117647059,0.488583927373127,17,12,0.08588789424622
RUC_AIM3,1009,30.8235294117647,0.313797051258803,17,12,-0.391123383227789
RUC_AIM3,1722,59.5294117647059,0.6128464222662,17,12,0.425012963294777
RUC_AIM3,809,77.5294117647059,0.759908609799457,17,12,0.826360727514084
RUC_AIM3,804,67.6111111111111,0.632292128330109,18,15,0.478082285758451
RUC_AIM3,2028,57.1666666666667,0.534329955622586,18,15,0.210733488261889
RUC_AIM3,1268,59.6111111111111,0.560411394981224,18,15,0.281912406172678
RUC_AIM3,1465,41.9444444444444,0.421924799344676,18,15,-0.096031689895541
RUC_AIM3,904,91.1666666666667,0.849951780865854,18,15,1.07209775888078
RUC_AIM3,1272,44.9444444444444,0.423385629312897,18,15,-0.09204493537023
RUC_AIM3,1757,19.7222222222222,0.231117489022699,18,16,-0.616764372299755
RUC_AIM3,647,40.3333333333333,0.408667439947875,18,16,-0.132212380816886
RUC_AIM3,754,66.1111111111111,0.675602626939938,36,16,0.596281070067621
RUC_AIM3,1359,44.3333333333333,0.453622324455668,36,16,-0.009525899059911
RUC_AIM3,356,80.8888888888889,0.826304687252354,18,16,1.00756241970723
RUC_AIM3,661,76.7222222222222,0.784983284950993,18,16,0.894792082843396
RUC_AIM3,256,38.2777777777778,0.396295298034388,18,16,-0.165977222608452
RUC_AIM3,138,39.4117647058824,0.430244391565072,17,17,-0.073326671067247
RUC_AIM3,853,35.8235294117647,0.393738644074578,34,17,-0.172954592983962
RUC_AIM3,1967,54,0.577115387577193,17,17,0.327499311919012
RUC_AIM3,1026,26,0.326102515702482,17,17,-0.357540511076957
RUC_AIM3,1457,51.1176470588235,0.538517759769257,17,17,0.222162434474692
RUC_AIM3,191,72.2941176470588,0.731700944417198,17,17,0.74937912112763
RUC_AIM3,1600,77.6315789473684,0.721145621268444,19,18,0.720572563728864
RUC_AIM3,1402,46.8421052631579,0.445030306955253,19,18,-0.032974394364965
RUC_AIM3,27,28.7894736842105,0.291926743286892,19,18,-0.450809692499701
RUC_AIM3,1531,65.8421052631579,0.619512618850709,19,18,0.443205696178163
RUC_AIM3,931,87.7894736842105,0.824755478114314,19,18,1.0033344693803
RUC_AIM3,309,91.5789473684211,0.855118373146553,19,18,1.08619791810779
RUC_AIM3,1680,47.2777777777778,0.499870298380807,18,20,0.116689556087794
RUC_AIM3,1056,82.4444444444444,0.821417400066308,18,20,0.994224512675393
RUC_AIM3,1892,95.7777777777778,0.94463779571544,18,20,1.33050558620977
RUC_AIM3,798,84.4444444444444,0.821672022643805,18,20,0.99491940375455
RUC_AIM3,230,42.5555555555556,0.455084196865428,18,20,-0.005536299604929
RUC_AIM3,937,84.1666666666667,0.827153871421018,18,20,1.00987993023268
RUC_AIM3,1687,61.1111111111111,0.610247163869437,18,20,0.417919321049498
RUC_AIM3,1083,42.2777777777778,0.458248875432302,18,20,0.003100432165435
RUCMM,1879,39.0476190476191,0.404213862152749,21,3,-0.144366650523002
RUCMM,1413,80,0.791457305704985,21,3,0.912460348212674
RUCMM,1092,87.7142857142857,0.881559969318742,21,3,1.15835974083124
RUCMM,1840,65.8095238095238,0.669024438038587,42,3,0.578328519160731
RUCMM,1622,18.047619047619,0.228479785932817,21,5,-0.623962934048059
RUCMM,591,79.9523809523809,0.791599933713466,21,5,0.912849594648342
RUCMM,1865,79.4285714285714,0.764693556815321,21,5,0.83941933774515
RUCMM,1309,30.8095238095238,0.315690171336686,21,5,-0.3859568647406
RUCMM,1372,8.47619047619048,0.096604777766711,21,5,-0.983863331095397
RUCMM,1970,20.8095238095238,0.232226649166141,21,5,-0.613737360725956
RUCMM,1032,81.9523809523809,0.822953261600813,21,5,0.998416036025911
RUCMM,1371,7.42857142857143,0.1217471786795,21,5,-0.915247145230683
RUCMM,1912,25.9047619047619,0.286457412962678,21,5,-0.465736054838108
RUCMM,1734,61.9523809523809,0.626976292826048,21,5,0.463574826497177
RUCMM,1859,58.15,0.624203490923717,20,8,0.456007566259926
RUCMM,1470,7,0.138832633161463,20,8,-0.868619190948038
RUCMM,1144,22.85,0.291160617446007,40,8,-0.452900528346137
RUCMM,1238,80.05,0.797972405088931,20,8,0.930240721368227
RUCMM,1713,82,0.827803822298124,20,8,1.01165371271038
RUCMM,718,8.8,0.150928488173317,20,8,-0.835608364393928
RUCMM,1626,10.45,0.172764778799352,20,8,-0.776014891941191
RUCMM,186,11.6,0.184020233119861,20,8,-0.74529760490378
RUCMM,328,82.65,0.813728918118386,20,8,0.973241858386091
RUCMM,399,22.9,0.291395281285081,20,8,-0.452260106707271
RUCMM,1687,76.9,0.761332453722187,20,8,0.830246543335066
RUCMM,303,81.85,0.829638190924132,40,8,1.01665989247114
RUCMM,86,2.85,0.089691735374386,20,8,-1.00272973145739
RUCMM,1643,47.15,0.523508026119532,20,8,0.181199334830318
RUCMM,1614,86.65,0.874892792983852,20,8,1.14016433410877
RUCMM,2036,40.05,0.416872491949725,20,9,-0.109819953970244
RUCMM,378,30.65,0.352076882662808,20,9,-0.286653804701935
RUCMM,1835,48.7,0.482858048360183,20,9,0.070261384273929
RUCMM,795,31.8,0.35878819649246,20,9,-0.268337942237996
RUCMM,132,94.7,0.942266893985762,20,9,1.32403515268535
RUCMM,1219,13.1,0.173138133307696,20,9,-0.77499596926842
RUCMM,75,46.3,0.481150304191633,20,9,0.065600775619843
RUCMM,357,30,0.334419459984166,20,9,-0.334842718744475
RUCMM,1978,16.75,0.206320559254783,20,9,-0.684437732044971
RUCMM,143,67.4,0.660525533324187,20,9,0.555134138180466
RUCMM,71,11.6,0.159670381104321,20,9,-0.811750843696368
RUCMM,856,26.1,0.296148433906023,20,9,-0.439288266634669
RUCMM,1966,31.4375,0.340849464839409,16,11,-0.317294577268697
RUCMM,341,60.65625,0.607973856948604,32,11,0.411715233748985
RUCMM,377,76.1875,0.759461609396386,16,11,0.82514081765563
RUCMM,369,44.6875,0.449422106216046,16,11,-0.02098872460318
RUCMM,103,25.6875,0.289778263339507,16,11,-0.456673114211404
RUCMM,1556,33,0.369763213049798,16,11,-0.238385998564091
RUCMM,1317,86.8125,0.844360912596919,16,11,1.05683970704965
RUCMM,1915,36.5625,0.399836627479199,16,11,-0.156312572035255
RUCMM,105,78.625,0.788269582108575,16,11,0.903760724197636
RUCMM,221,35.5882352941176,0.360375289585909,17,13,-0.264006602718656
RUCMM,1147,86.8235294117647,0.84774399616315,17,13,1.06607248842091
RUCMM,1882,71.8823529411765,0.731595926438764,17,13,0.749092516314017
RUCMM,47,22.9411764705882,0.267966993404197,17,13,-0.516198302637837
RUCMM,894,22.0588235294118,0.241844899461172,17,13,-0.587488171071141
RUCMM,1067,82.5882352941177,0.814353514660082,17,13,0.974946446286989
RUCMM,381,43.8157894736842,0.468442746601348,38,14,0.030920550110512
RUCMM,1087,48.8421052631579,0.510844823972413,19,14,0.14664015986596
RUCMM,53,77.1176470588235,0.803456158268132,17,19,0.945206445154332
RUCMM,998,15.5294117647059,0.2307272252323,17,19,-0.617829442134223
RUCMM,637,83.2352941176471,0.859175030322767,17,19,1.09726895081298
RUCMM,1542,17.4705882352941,0.238418580050241,17,19,-0.596838947488549
RUCMM,874,84.2941176470588,0.881160365733287,17,19,1.15726918173997
RUCMM,1270,84.4117647058823,0.892240485697797,17,19,1.18750796337126
RUCMM,1953,9.66666666666667,0.17444673737638,18,21,-0.771424654805986
RUCMM,1602,10.3888888888889,0.179827462992733,18,21,-0.756740103785605
RUCMM,842,44.6111111111111,0.49821577849912,18,21,0.112174201961015
RUCMM,742,34.1111111111111,0.39717506618519,18,21,-0.163576245264932
RUCMM,1927,70.5,0.731069913485855,18,21,0.74765697311871
RUCMM,1606,16.3333333333333,0.232884856353979,18,21,-0.611941045931087
RUCMM,959,5.61111111111111,0.131952372052258,18,21,-0.887396127832648
RUCMM,107,19.5555555555556,0.261311327081754,18,21,-0.534362297358086
RUCMM,1808,89.625,0.849610705448642,16,0,1.07116692915205
RUCMM,1088,40.1875,0.407538033601789,16,0,-0.135294646350263
RUCMM,1391,87.15625,0.824484670496504,32,0,1.0025954076693
RUCMM,1662,62.125,0.602332224871599,16,0,0.396318642289051
RUCMM,371,46.25,0.453655313719023,16,0,-0.009435867983174
RUCMM,1340,65.5789473684211,0.644582551952381,19,1,0.511624109967963
RUCMM,2047,27.7894736842105,0.31143635108568,19,1,-0.39756597566006
RUCMM,152,88.3157894736842,0.864707758025562,19,1,1.11236833108739
RUCMM,1680,42.7894736842105,0.459042493458671,19,1,0.005266297000373
RUCMM,1474,13.9473684210526,0.173129314999099,19,1,-0.775020035335293
RUCMM,1536,31.8947368421053,0.360574806518927,19,1,-0.263462100584328
RUCMM,615,13.6842105263158,0.164589572877639,19,1,-0.798325865779861
RUCMM,1712,80.7894736842105,0.78259400794059,19,1,0.888271501296839
RUCMM,1916,88.15,0.830699719356473,20,2,1.01955691222939
RUCMM,1618,59.7,0.580573832857493,20,2,0.336937763122585
RUCMM,651,62.05,0.602971516894055,20,2,0.398063335661289
RUCMM,736,15.95,0.184282707119527,20,2,-0.74458128648979
RUCMM,1832,90.35,0.854459373592223,40,2,1.08439944086365
RUCMM,480,83.05,0.794525711857151,20,2,0.920834342708098
RUCMM,1251,16.6,0.165704132682164,15,4,-0.795284117978213
RUCMM,150,19.0333333333333,0.198488204280885,30,4,-0.705813030550135
RUCMM,1727,46.4,0.456082009837881,15,4,-0.002813165859129
RUCMM,1491,20,0.190299877654142,15,4,-0.728159812135969
RUCMM,564,81.3333333333333,0.750201670627593,15,4,0.799869496835502
RUCMM,720,91.9333333333333,0.86272612998909,15,4,1.10696026532084
RUCMM,1922,82.3333333333333,0.778890687272026,15,4,0.878164760091324
RUCMM,218,43.3333333333333,0.429159476648999,15,4,-0.076287514933626
RUCMM,1679,95.6,0.911756320737171,15,4,1.24076867498793
RUCMM,1148,27.7333333333333,0.30536451432295,15,4,-0.414136639746471
RUCMM,1575,87.6,0.834387790344239,15,4,1.02962203549493
RUCMM,102,92.8,0.880833814003466,15,6,1.15637798864089
RUCMM,1767,88.2666666666667,0.875845545586567,15,6,1.14276449349282
RUCMM,731,65.0666666666667,0.638943483883919,15,6,0.496234515949815
RUCMM,494,38.6,0.427294075625918,15,6,-0.08137838528272
RUCMM,989,33.4,0.352092452807123,15,6,-0.286611312184216
RUCMM,1293,85.1333333333333,0.80567339427217,15,6,0.951257509183049
RUCMM,1581,82.4117647058823,0.858051398268009,17,7,1.09420244391174
RUCMM,588,43.5294117647059,0.509826502887549,17,7,0.143861057382017
RUCMM,597,85.3529411764706,0.87054142386692,17,7,1.12828900234833
RUCMM,956,67.4117647058823,0.724499004667025,17,7,0.729724290302266
RUCMM,1074,15.9411764705882,0.257504415547562,17,7,-0.544751748640272
RUCMM,576,19.7647058823529,0.273864649983132,17,7,-0.500102994103455
RUCMM,1884,86.8823529411765,0.903503075468257,17,7,1.21824472378203
RUCMM,1595,12.7647058823529,0.214403701954301,17,7,-0.662378008163985
RUCMM,111,5.9375,0.125931439120167,16,10,-0.903827870154326
RUCMM,1375,86.125,0.891334940868707,16,10,1.18503663883399
RUCMM,1951,69.125,0.710928064988842,16,10,0.692687806692486
RUCMM,1503,87.5,0.888786163343425,16,10,1.1780807640546
RUCMM,786,19.5625,0.241417591455063,32,10,-0.588654338362417
RUCMM,1475,66.4375,0.703821510558582,16,10,0.673293292169557
RUCMM,97,16.6875,0.246555039400541,16,10,-0.57463371700967
RUCMM,677,26.875,0.326347271085423,16,10,-0.356872548581829
RUCMM,363,24.7647058823529,0.26361380814592,17,12,-0.528078590833924
RUCMM,1222,40.7647058823529,0.414750401319634,17,12,-0.115611356533633
RUCMM,15,75.8235294117647,0.764442709875209,17,12,0.838734750766921
RUCMM,136,16.5294117647059,0.168063813460817,17,12,-0.788844307577803
RUCMM,1547,58.6470588235294,0.594094208184309,17,12,0.373836251441318
RUCMM,1152,73.3529411764706,0.730360956360031,17,12,0.745722156547915
RUCMM,137,32.8823529411765,0.326594907068653,17,12,-0.356196724633629
RUCMM,623,82.6470588235294,0.813927695040685,17,12,0.973784340955412
RUCMM,1964,72.7777777777778,0.68932795679714,18,15,0.633738900280536
RUCMM,1330,43.1666666666667,0.41377683794268,18,15,-0.118268310650939
RUCMM,1940,25.6111111111111,0.27318348241744,18,15,-0.501961970119892
RUCMM,1019,36.4444444444444,0.359416631791704,18,15,-0.266622877974784
RUCMM,1394,7.27777777777778,0.082531796905024,18,15,-1.02226993648784
RUCMM,1098,67.5555555555556,0.632633311258525,18,15,0.479013408896263
RUCMM,2035,22.6111111111111,0.232434864034282,18,15,-0.613169121036289
RUCMM,1934,24.1111111111111,0.244238242853998,18,15,-0.580956491950684
RUCMM,1936,60.1666666666667,0.612603250437398,18,16,0.424349322480996
RUCMM,756,86.2222222222222,0.875463425395004,18,16,1.14172164837322
RUCMM,1932,61.3333333333333,0.62862248350839,18,16,0.468067449386301
RUCMM,688,71.1666666666667,0.694441259173148,18,16,0.647693625902469
RUCMM,526,46.7777777777778,0.494814901827405,18,16,0.102892861383448
RUCMM,1086,46.3888888888889,0.494358751829753,18,16,0.101647981344756
RUCMM,897,91.9411764705882,0.921554183587505,17,17,1.26750804569272
RUCMM,1711,25.1176470588235,0.299120039003472,17,17,-0.431178452126885
RUCMM,1164,28.8235294117647,0.331305165881474,17,17,-0.343341946154336
RUCMM,1411,49.5294117647059,0.531979230034258,17,17,0.2043181174926
RUCMM,664,12.5263157894737,0.138068077504567,19,18,-0.870705741601631
RUCMM,1040,29.1578947368421,0.285354975267556,19,18,-0.468744720162282
RUCMM,476,20.6315789473684,0.212202114817741,19,18,-0.668386364831417
RUCMM,734,15.1578947368421,0.166359144684806,19,18,-0.793496523170827
RUCMM,119,0.631578947368421,0.028691124330694,19,18,-1.16920664349748
RUCMM,1080,22.6842105263158,0.231479627617278,19,18,-0.615776059003797
RUCMM,1077,90,0.833393142689105,19,18,1.02690754022412
RUCMM,1043,17.3888888888889,0.215953187144432,18,20,-0.65814930446264
RUCMM,1801,17.2777777777778,0.199044274247023,18,20,-0.704295458688855
RUCMM,1069,15.7777777777778,0.199001311707478,18,20,-0.704412707857255
RUCMM,827,49.8888888888889,0.523132743828017,18,20,0.180175151039931
RUCMM,533,50.7222222222222,0.526342327475717,18,20,0.188934433372704
RUCMM,1239,41.6666666666667,0.455379612812161,18,20,-0.004730079245196
IMFD_IMPRESEE_MSVD,1161,8.76190476190476,0.135689680771541,21,3,-0.877196629757436
IMFD_IMPRESEE_MSVD,1151,5.04761904761905,0.061986505507893,21,3,-1.07834013988807
IMFD_IMPRESEE_MSVD,1125,5.09523809523809,0.082529210917348,21,3,-1.02227699391293
IMFD_IMPRESEE_MSVD,1434,12.8095238095238,0.152186176523067,21,3,-0.832176004140597
IMFD_IMPRESEE_MSVD,932,15.5714285714286,0.183515451935417,21,3,-0.746675204429496
IMFD_IMPRESEE_MSVD,435,10.8571428571429,0.154513141869606,21,3,-0.825825477503436
IMFD_IMPRESEE_MSVD,1523,41.5714285714286,0.404957153527178,21,5,-0.14233813227304
IMFD_IMPRESEE_MSVD,1766,11.3809523809524,0.147707998285118,21,5,-0.844397410973472
IMFD_IMPRESEE_MSVD,417,8.95,0.160604783584726,20,8,-0.809200763674563
IMFD_IMPRESEE_MSVD,357,3.2,0.103464834501589,20,8,-0.965141534016604
IMFD_IMPRESEE_MSVD,686,9.8,0.173619732292389,20,8,-0.773681636338936
IMFD_IMPRESEE_MSVD,1701,36.05,0.410659715343207,20,8,-0.126775257318062
IMFD_IMPRESEE_MSVD,424,18.15,0.258616626085452,20,9,-0.541716412227762
IMFD_IMPRESEE_MSVD,1843,37.95,0.409348140166083,20,9,-0.130354680239573
IMFD_IMPRESEE_MSVD,509,8.5,0.134739919298057,40,9,-0.879788626043621
IMFD_IMPRESEE_MSVD,1717,55.75,0.575848410102653,20,9,0.324041600693222
IMFD_IMPRESEE_MSVD,1442,10.05,0.154413012289193,20,9,-0.826098741378432
IMFD_IMPRESEE_MSVD,1722,40.1,0.435431314869119,20,9,-0.059171026396279
IMFD_IMPRESEE_MSVD,275,12.95,0.157210982871855,20,9,-0.818462793236094
IMFD_IMPRESEE_MSVD,1983,51.15,0.540313471371217,20,9,0.227063115259591
IMFD_IMPRESEE_MSVD,404,73.875,0.73089777996948,16,11,0.747187203131583
IMFD_IMPRESEE_MSVD,1362,11.5,0.147581806025331,16,11,-0.844741802568463
IMFD_IMPRESEE_MSVD,969,23.0625,0.25559400010531,16,11,-0.549965467947314
IMFD_IMPRESEE_MSVD,1850,10.75,0.127511761443714,16,11,-0.899515008759158
IMFD_IMPRESEE_MSVD,1498,15.84375,0.186067158612484,32,11,-0.739711335695033
IMFD_IMPRESEE_MSVD,1950,5,0.069641208256307,16,11,-1.05744967249213
IMFD_IMPRESEE_MSVD,1272,19,0.22586651232618,16,11,-0.63109482523579
IMFD_IMPRESEE_MSVD,1301,12.3125,0.150651453537886,16,11,-0.836364420273461
IMFD_IMPRESEE_MSVD,1563,3.8125,0.054504680130119,16,11,-1.09875880724245
IMFD_IMPRESEE_MSVD,212,9.23529411764706,0.080973955533864,17,13,-1.02652144506262
IMFD_IMPRESEE_MSVD,1475,70.2352941176471,0.70489260331247,17,13,0.676216413940386
IMFD_IMPRESEE_MSVD,820,18.7058823529412,0.212959660957509,17,13,-0.666318943867613
IMFD_IMPRESEE_MSVD,1548,17.9411764705882,0.197391614460633,17,13,-0.708805736425153
IMFD_IMPRESEE_MSVD,1213,3.26315789473684,0.085840530416893,19,14,-1.01324006402599
IMFD_IMPRESEE_MSVD,1357,14.7368421052632,0.197090414943453,19,14,-0.709627740740686
IMFD_IMPRESEE_MSVD,560,8.89473684210526,0.142058454655867,19,14,-0.859815593869374
IMFD_IMPRESEE_MSVD,727,2.94736842105263,0.087778375368484,38,14,-1.00795148678006
IMFD_IMPRESEE_MSVD,1371,7.36842105263158,0.12970155117472,19,14,-0.89353884841916
IMFD_IMPRESEE_MSVD,230,63.4210526315789,0.652928761252328,19,14,0.534401769531082
IMFD_IMPRESEE_MSVD,819,9.73684210526316,0.162830391869035,19,14,-0.803126850835931
IMFD_IMPRESEE_MSVD,1826,37.1578947368421,0.407594299054602,19,14,-0.135141092169761
IMFD_IMPRESEE_MSVD,1473,2.36842105263158,0.079460944175484,19,14,-1.03065060794337
IMFD_IMPRESEE_MSVD,1460,1.58823529411765,0.101579053473776,17,19,-0.970288023484869
IMFD_IMPRESEE_MSVD,710,16.5882352941176,0.244330836945967,34,19,-0.580703793195042
IMFD_IMPRESEE_MSVD,1904,25.0588235294118,0.314100772796445,17,19,-0.39029449606024
IMFD_IMPRESEE_MSVD,1687,1.94117647058824,0.103993460346127,17,19,-0.963698859972567
IMFD_IMPRESEE_MSVD,1812,2.76470588235294,0.116505492128975,17,19,-0.929552244407287
IMFD_IMPRESEE_MSVD,632,4.94444444444444,0.126660492781223,18,21,-0.901838208081643
IMFD_IMPRESEE_MSVD,96,61.9444444444444,0.646619056480757,18,21,0.517181939298508
IMFD_IMPRESEE_MSVD,780,13.7222222222222,0.213800526395486,18,21,-0.664024136009781
IMFD_IMPRESEE_MSVD,714,5,0.13072182732014,18,21,-0.890754410374824
IMFD_IMPRESEE_MSVD,887,10.6111111111111,0.177362895960023,18,21,-0.763466159510317
IMFD_IMPRESEE_MSVD,1109,24.4444444444444,0.300795316900135,18,21,-0.426606447252283
